index,file_path,TOID,true_era,file_name,label
2082,./data/original_data/mugshots_ground_truth/0001000010093837_SU05q_nB0HOG_unQSJZbaQ.jpg,1000010093837,c edwardian late victorian,0001000010093837_SU05q_nB0HOG_unQSJZbaQ.jpg,2
2392,./data/original_data/mugshots_ground_truth/0001000010139847_f9BGVAzDMpkqY0iA10PfTQ.jpg,1000010139847,d interwar,0001000010139847_f9BGVAzDMpkqY0iA10PfTQ.jpg,3
2782,./data/original_data/mugshots_ground_truth/0001000010095589_M9Q75pbUqj0C35FDTkExkg.jpg,1000010095589,d interwar,0001000010095589_M9Q75pbUqj0C35FDTkExkg.jpg,3
3526,./data/original_data/mugshots_ground_truth/0001000010066718_dJmIRHcgebzrGzDR_Cahaw.jpg,1000010066718,e postwar,0001000010066718_dJmIRHcgebzrGzDR_Cahaw.jpg,4
3613,./data/original_data/mugshots_ground_truth/0001000010020169_upLUoMdBWXTzW9jaZgO_iw.jpg,1000010020169,c edwardian late victorian,0001000010020169_upLUoMdBWXTzW9jaZgO_iw.jpg,2
615,./data/original_data/mugshots_ground_truth/0001000010147123_rXMkwD9ZH7wcod8rgZTgbQ.jpg,1000010147123,e postwar,0001000010147123_rXMkwD9ZH7wcod8rgZTgbQ.jpg,4
1374,./data/original_data/mugshots_ground_truth/0001000010097357_Ucj2cjSjyz2rMTm-czZvZw.jpg,1000010097357,b victorian,0001000010097357_Ucj2cjSjyz2rMTm-czZvZw.jpg,1
3378,./data/original_data/mugshots_ground_truth/0001000010100995_7w5no6g3UNibY8dX1cw98w.jpg,1000010100995,c edwardian late victorian,0001000010100995_7w5no6g3UNibY8dX1cw98w.jpg,2
1084,./data/original_data/mugshots_ground_truth/0001000010062426_GbwKxvRV-rl9MqyATsNadA.jpg,1000010062426,d interwar,0001000010062426_GbwKxvRV-rl9MqyATsNadA.jpg,3
1376,./data/original_data/mugshots_ground_truth/0001000010019812_tFAI6yXp5nPnLRMFAItaJw.jpg,1000010019812,d interwar,0001000010019812_tFAI6yXp5nPnLRMFAItaJw.jpg,3
1202,./data/original_data/mugshots_ground_truth/0001000010055861_HLvtmM1FOjFdYMfBJx9Xzg.jpg,1000010055861,c edwardian late victorian,0001000010055861_HLvtmM1FOjFdYMfBJx9Xzg.jpg,2
4430,./data/original_data/mugshots_ground_truth/0001000010137853_uoY2cYP2eUHE6lTN58hguQ.jpg,1000010137853,e postwar,0001000010137853_uoY2cYP2eUHE6lTN58hguQ.jpg,4
159,./data/original_data/mugshots_ground_truth/0001000010103040_PbF5gZsw62cJ2S_G0GVkXg.jpg,1000010103040,c edwardian late victorian,0001000010103040_PbF5gZsw62cJ2S_G0GVkXg.jpg,2
4263,./data/original_data/mugshots_ground_truth/0001000010061732_ZWRSghqvmjVjk0juW3ltMw.jpg,1000010061732,c edwardian late victorian,0001000010061732_ZWRSghqvmjVjk0juW3ltMw.jpg,2
534,./data/original_data/mugshots_ground_truth/0001000010062886_RNv-rb9wQL55u0AHYjDUnA.jpg,1000010062886,c edwardian late victorian,0001000010062886_RNv-rb9wQL55u0AHYjDUnA.jpg,2
1861,./data/original_data/mugshots_ground_truth/0001000010137522_xIV3ZwgExg9Icwv7BzV5CA.jpg,1000010137522,e postwar,0001000010137522_xIV3ZwgExg9Icwv7BzV5CA.jpg,4
110,./data/original_data/mugshots_ground_truth/0001000009992776_QxMV8eRavS1riXfGzpSkBw.jpg,1000009992776,e postwar,0001000009992776_QxMV8eRavS1riXfGzpSkBw.jpg,4
2933,./data/original_data/mugshots_ground_truth/0001000010016774_wKkkVzqZchWaaYxXbhyB2Q.jpg,1000010016774,c edwardian late victorian,0001000010016774_wKkkVzqZchWaaYxXbhyB2Q.jpg,2
2282,./data/original_data/mugshots_ground_truth/0001000010095001_8LiVAgGsjy-0CQYDFnBFgA.jpg,1000010095001,c edwardian late victorian,0001000010095001_8LiVAgGsjy-0CQYDFnBFgA.jpg,2
994,./data/original_data/mugshots_ground_truth/0001000010019836_gRdRAzfdCjjfqcKcBKPTuw.jpg,1000010019836,b victorian,0001000010019836_gRdRAzfdCjjfqcKcBKPTuw.jpg,1
1770,./data/original_data/mugshots_ground_truth/0001000010106721_C5d_8jtt61jGTmJgU45YRg.jpg,1000010106721,d interwar,0001000010106721_C5d_8jtt61jGTmJgU45YRg.jpg,3
3204,./data/original_data/mugshots_ground_truth/0001000010199037_11YQG8iV7mUAC21xMZjHvw.jpg,1000010199037,e postwar,0001000010199037_11YQG8iV7mUAC21xMZjHvw.jpg,4
4364,./data/original_data/mugshots_ground_truth/0001000010105959_4oG2o6eI5mRCjMFWnQ4iyw.jpg,1000010105959,c edwardian late victorian,0001000010105959_4oG2o6eI5mRCjMFWnQ4iyw.jpg,2
5528,./data/original_data/mugshots_ground_truth/0001000010093991_EvgEY1QmuRHpdOQ6AVZrEA.jpg,1000010093991,d interwar,0001000010093991_EvgEY1QmuRHpdOQ6AVZrEA.jpg,3
3567,./data/original_data/mugshots_ground_truth/0001000010139314_5An-d5nms-_LXVvONvG1vg.jpg,1000010139314,d interwar,0001000010139314_5An-d5nms-_LXVvONvG1vg.jpg,3
239,./data/original_data/mugshots_ground_truth/0001000010137333_YyHjQMSGiJ_WAzjrwcI49Q.jpg,1000010137333,e postwar,0001000010137333_YyHjQMSGiJ_WAzjrwcI49Q.jpg,4
3096,./data/original_data/mugshots_ground_truth/0001000010146149_mwa9brbnA-jjK5edrjsCjA.jpg,1000010146149,d interwar,0001000010146149_mwa9brbnA-jjK5edrjsCjA.jpg,3
711,./data/original_data/mugshots_ground_truth/0001000010141512_xTD3YceIrtPJZwPz5d0G6Q.jpg,1000010141512,c edwardian late victorian,0001000010141512_xTD3YceIrtPJZwPz5d0G6Q.jpg,2
4580,./data/original_data/mugshots_ground_truth/0001000010139119__41teQCVIJcC5uMP4NnOcA.jpg,1000010139119,d interwar,0001000010139119__41teQCVIJcC5uMP4NnOcA.jpg,3
4240,./data/original_data/mugshots_ground_truth/0001000010021253_K0jOz7jPmlKMzBFwq1ZXZQ.jpg,1000010021253,c edwardian late victorian,0001000010021253_K0jOz7jPmlKMzBFwq1ZXZQ.jpg,2
936,./data/original_data/mugshots_ground_truth/0001000010097559_14u0t1uA64reWxeqwlvU8Q.jpg,1000010097559,c edwardian late victorian,0001000010097559_14u0t1uA64reWxeqwlvU8Q.jpg,2
1200,./data/original_data/mugshots_ground_truth/0001000010102903_lxdny8_SFBb4005odS6CTw.jpg,1000010102903,b victorian,0001000010102903_lxdny8_SFBb4005odS6CTw.jpg,1
28,./data/original_data/mugshots_ground_truth/0001000010138822_urFaKt0CUkEeJQ3pL_0ymw.jpg,1000010138822,d interwar,0001000010138822_urFaKt0CUkEeJQ3pL_0ymw.jpg,3
3063,./data/original_data/mugshots_ground_truth/0001000010197512_JWB-IwlKHQfqqIwsd7ahwA.jpg,1000010197512,e postwar,0001000010197512_JWB-IwlKHQfqqIwsd7ahwA.jpg,4
4317,./data/original_data/mugshots_ground_truth/0001000010136736_wM1N6_1zvnHljuco4vixbA.jpg,1000010136736,d interwar,0001000010136736_wM1N6_1zvnHljuco4vixbA.jpg,3
3876,./data/original_data/mugshots_ground_truth/0001000010025001_2oOCDe0mViAkw0qCFK0g5w.jpg,1000010025001,e postwar,0001000010025001_2oOCDe0mViAkw0qCFK0g5w.jpg,4
459,./data/original_data/mugshots_ground_truth/0001000010026921_HxH96ntF4qOwQmhGMss1Kw.jpg,1000010026921,e postwar,0001000010026921_HxH96ntF4qOwQmhGMss1Kw.jpg,4
304,./data/original_data/mugshots_ground_truth/0001000010108025_S-dG0mKYG-XILsiGKURggA.jpg,1000010108025,d interwar,0001000010108025_S-dG0mKYG-XILsiGKURggA.jpg,3
624,./data/original_data/mugshots_ground_truth/0001000010103910_SrlMVe8_WPSEfIvoC2_r8g.jpg,1000010103910,b victorian,0001000010103910_SrlMVe8_WPSEfIvoC2_r8g.jpg,1
5883,./data/original_data/mugshots_ground_truth/0001000010138646_bo9jLIV0mnv76Et2u-Kg3w.jpg,1000010138646,d interwar,0001000010138646_bo9jLIV0mnv76Et2u-Kg3w.jpg,3
5772,./data/original_data/mugshots_ground_truth/0001000010023974_BN_7klx8ulWwQfvv-M8MLQ.jpg,1000010023974,e postwar,0001000010023974_BN_7klx8ulWwQfvv-M8MLQ.jpg,4
1494,./data/original_data/mugshots_ground_truth/0001000010199238_8AQX9vNyydHMVyyfObgpyg.jpg,1000010199238,e postwar,0001000010199238_8AQX9vNyydHMVyyfObgpyg.jpg,4
5573,./data/original_data/mugshots_ground_truth/0001000010067180_RajgUHXIBmgpa8aa3NluwQ.jpg,1000010067180,e postwar,0001000010067180_RajgUHXIBmgpa8aa3NluwQ.jpg,4
3439,./data/original_data/mugshots_ground_truth/0001000010094691_U34kOKHHQYqIJB_P8O-WCg.jpg,1000010094691,e postwar,0001000010094691_U34kOKHHQYqIJB_P8O-WCg.jpg,4
2868,./data/original_data/mugshots_ground_truth/0001000010016780_lvrCTNdJ3rmKWNt_IMGyaA.jpg,1000010016780,c edwardian late victorian,0001000010016780_lvrCTNdJ3rmKWNt_IMGyaA.jpg,2
3466,./data/original_data/mugshots_ground_truth/0001000010102151_Tz30BVsWaSZy3lEt9LX6Aw.jpg,1000010102151,c edwardian late victorian,0001000010102151_Tz30BVsWaSZy3lEt9LX6Aw.jpg,2
4398,./data/original_data/mugshots_ground_truth/0001000010098644_3yI221ZmXgHeYLQOSVQKgQ.jpg,1000010098644,c edwardian late victorian,0001000010098644_3yI221ZmXgHeYLQOSVQKgQ.jpg,2
3323,./data/original_data/mugshots_ground_truth/0001000010098294_oZ7ZP-33hWnt1ppjdZ4IlQ.jpg,1000010098294,c edwardian late victorian,0001000010098294_oZ7ZP-33hWnt1ppjdZ4IlQ.jpg,2
2859,./data/original_data/mugshots_ground_truth/0001000010020171_n3TTMqe02W2P1DSWZIs6NQ.jpg,1000010020171,c edwardian late victorian,0001000010020171_n3TTMqe02W2P1DSWZIs6NQ.jpg,2
5783,./data/original_data/mugshots_ground_truth/0001000010107574_mudCP8G0BckTmPKmtboT3Q.jpg,1000010107574,d interwar,0001000010107574_mudCP8G0BckTmPKmtboT3Q.jpg,3
646,./data/original_data/mugshots_ground_truth/0001000010141873_QsF4Hu9uhw3pvfTEQCMqyg.jpg,1000010141873,e postwar,0001000010141873_QsF4Hu9uhw3pvfTEQCMqyg.jpg,4
5890,./data/original_data/mugshots_ground_truth/0001000010178277_ABzo6GxxumCFFovuc4epSg.jpg,1000010178277,e postwar,0001000010178277_ABzo6GxxumCFFovuc4epSg.jpg,4
1869,./data/original_data/mugshots_ground_truth/0001000010023783_p9hW2KE0M56eoxkmMUELCQ.jpg,1000010023783,e postwar,0001000010023783_p9hW2KE0M56eoxkmMUELCQ.jpg,4
422,./data/original_data/mugshots_ground_truth/0001000010016776_n4f7tK0z9pWEVBNrnpCjBA.jpg,1000010016776,c edwardian late victorian,0001000010016776_n4f7tK0z9pWEVBNrnpCjBA.jpg,2
3018,./data/original_data/mugshots_ground_truth/0001000010103642_vd8Clrqaye644HkqouyHPQ.jpg,1000010103642,b victorian,0001000010103642_vd8Clrqaye644HkqouyHPQ.jpg,1
5064,./data/original_data/mugshots_ground_truth/0001000010097436_biymXEpQGebiSzDV_-Pp3g.jpg,1000010097436,c edwardian late victorian,0001000010097436_biymXEpQGebiSzDV_-Pp3g.jpg,2
3553,./data/original_data/mugshots_ground_truth/0001000010103337_xjpHzIiSMDFX2zaHWFchSw.jpg,1000010103337,b victorian,0001000010103337_xjpHzIiSMDFX2zaHWFchSw.jpg,1
2276,./data/original_data/mugshots_ground_truth/0001000010097449_J92kkklDawHPsbm0D-1KFw.jpg,1000010097449,c edwardian late victorian,0001000010097449_J92kkklDawHPsbm0D-1KFw.jpg,2
5478,./data/original_data/mugshots_ground_truth/0001000010176642_ziWvM0fLm7sluXE2WZrXEw.jpg,1000010176642,d interwar,0001000010176642_ziWvM0fLm7sluXE2WZrXEw.jpg,3
3401,./data/original_data/mugshots_ground_truth/0001000010147423_fJcFWSm5OLZL5gmUPdMmsw.jpg,1000010147423,d interwar,0001000010147423_fJcFWSm5OLZL5gmUPdMmsw.jpg,3
2319,./data/original_data/mugshots_ground_truth/0001000010019417_TTQ5GfRL815GAusL8B5EnA.jpg,1000010019417,c edwardian late victorian,0001000010019417_TTQ5GfRL815GAusL8B5EnA.jpg,2
2588,./data/original_data/mugshots_ground_truth/0001000010097654_dNGa0ZwUtOUNZLApfktlWg.jpg,1000010097654,c edwardian late victorian,0001000010097654_dNGa0ZwUtOUNZLApfktlWg.jpg,2
1704,./data/original_data/mugshots_ground_truth/0001000010147113_jPKt8bEgPgYDUEUEU_sz7g.jpg,1000010147113,e postwar,0001000010147113_jPKt8bEgPgYDUEUEU_sz7g.jpg,4
1456,./data/original_data/mugshots_ground_truth/0001000010145652_ey4MSygO2Tsa6A7bbN5f8w.jpg,1000010145652,c edwardian late victorian,0001000010145652_ey4MSygO2Tsa6A7bbN5f8w.jpg,2
3534,./data/original_data/mugshots_ground_truth/0001000010021129_bQ0hZ6zN-JeiTKpU_eSQ-Q.jpg,1000010021129,c edwardian late victorian,0001000010021129_bQ0hZ6zN-JeiTKpU_eSQ-Q.jpg,2
3524,./data/original_data/mugshots_ground_truth/0001000010055785_vZZl25LCzzlzsBLV6hbEbg.jpg,1000010055785,c edwardian late victorian,0001000010055785_vZZl25LCzzlzsBLV6hbEbg.jpg,2
4601,./data/original_data/mugshots_ground_truth/0001000010106954_Djedy467BzbA3nnAZNeytg.jpg,1000010106954,d interwar,0001000010106954_Djedy467BzbA3nnAZNeytg.jpg,3
5146,./data/original_data/mugshots_ground_truth/0001000010063577_KJ9JDOTHmV4hQZDuof8A5g.jpg,1000010063577,c edwardian late victorian,0001000010063577_KJ9JDOTHmV4hQZDuof8A5g.jpg,2
5763,./data/original_data/mugshots_ground_truth/0001000010062567_d5scnHFeahQe_YExkpSqng.jpg,1000010062567,c edwardian late victorian,0001000010062567_d5scnHFeahQe_YExkpSqng.jpg,2
2983,./data/original_data/mugshots_ground_truth/0001000010103055_bfePAgjL3qLqwFJzYUzVgw.jpg,1000010103055,c edwardian late victorian,0001000010103055_bfePAgjL3qLqwFJzYUzVgw.jpg,2
1843,./data/original_data/mugshots_ground_truth/0001000010139890_5QsiVOkGNqtXCJAXFmFvEQ.jpg,1000010139890,e postwar,0001000010139890_5QsiVOkGNqtXCJAXFmFvEQ.jpg,4
2640,./data/original_data/mugshots_ground_truth/0001000010177864_K1WqpL1klo_xQY3-ukOTtA.jpg,1000010177864,c edwardian late victorian,0001000010177864_K1WqpL1klo_xQY3-ukOTtA.jpg,2
3841,./data/original_data/mugshots_ground_truth/0001000010019221_opkhtGmfrZXCbMx3ub6v2g.jpg,1000010019221,c edwardian late victorian,0001000010019221_opkhtGmfrZXCbMx3ub6v2g.jpg,2
4210,./data/original_data/mugshots_ground_truth/0001000010020376_NiI_nng_olAVyrHqCGYlPA.jpg,1000010020376,c edwardian late victorian,0001000010020376_NiI_nng_olAVyrHqCGYlPA.jpg,2
126,./data/original_data/mugshots_ground_truth/0001000010146062_o-wFWwFVRXR20jlnt4vJmA.jpg,1000010146062,d interwar,0001000010146062_o-wFWwFVRXR20jlnt4vJmA.jpg,3
3219,./data/original_data/mugshots_ground_truth/0001000010097701_lEpq3fj-HRkQQthyjTwV0w.jpg,1000010097701,c edwardian late victorian,0001000010097701_lEpq3fj-HRkQQthyjTwV0w.jpg,2
476,./data/original_data/mugshots_ground_truth/0001000010013620_rcAfuZ-4eicUGhDTpSZigg.jpg,1000010013620,e postwar,0001000010013620_rcAfuZ-4eicUGhDTpSZigg.jpg,4
3994,./data/original_data/mugshots_ground_truth/0001000010020074_ePTSJqZRXgipsy3mRVSYng.jpg,1000010020074,c edwardian late victorian,0001000010020074_ePTSJqZRXgipsy3mRVSYng.jpg,2
1577,./data/original_data/mugshots_ground_truth/0001000010021204_AIfQi4709UG6-5JPGDFOCA.jpg,1000010021204,d interwar,0001000010021204_AIfQi4709UG6-5JPGDFOCA.jpg,3
4244,./data/original_data/mugshots_ground_truth/0001000010064336_B7Dzs_4RR948iCIUG1nEag.jpg,1000010064336,e postwar,0001000010064336_B7Dzs_4RR948iCIUG1nEag.jpg,4
2494,./data/original_data/mugshots_ground_truth/0001000010096883_ZLFBFP4zYgd78DM6LAa27w.jpg,1000010096883,b victorian,0001000010096883_ZLFBFP4zYgd78DM6LAa27w.jpg,1
1781,./data/original_data/mugshots_ground_truth/0001000010140868_WU1hERosk0B9SpJMrtXauA.jpg,1000010140868,d interwar,0001000010140868_WU1hERosk0B9SpJMrtXauA.jpg,3
1830,./data/original_data/mugshots_ground_truth/0001000010199265_8AQX9vNyydHMVyyfObgpyg.jpg,1000010199265,e postwar,0001000010199265_8AQX9vNyydHMVyyfObgpyg.jpg,4
5013,./data/original_data/mugshots_ground_truth/0001000010145679_Ml9VNf8TU1TOMUY_kADlCA.jpg,1000010145679,c edwardian late victorian,0001000010145679_Ml9VNf8TU1TOMUY_kADlCA.jpg,2
3097,./data/original_data/mugshots_ground_truth/0001000010061229_Tc2pckAMgPq-fsBFQ_kfWA.jpg,1000010061229,c edwardian late victorian,0001000010061229_Tc2pckAMgPq-fsBFQ_kfWA.jpg,2
5415,./data/original_data/mugshots_ground_truth/0001000010062239_SoweTc2c1tnrhYihoRcCSw.jpg,1000010062239,c edwardian late victorian,0001000010062239_SoweTc2c1tnrhYihoRcCSw.jpg,2
4496,./data/original_data/mugshots_ground_truth/0001000010095701_M9Q75pbUqj0C35FDTkExkg.jpg,1000010095701,c edwardian late victorian,0001000010095701_M9Q75pbUqj0C35FDTkExkg.jpg,2
5109,./data/original_data/mugshots_ground_truth/0001000010110807_OnFQ5vQBgPMiFABvT-J7kg.jpg,1000010110807,d interwar,0001000010110807_OnFQ5vQBgPMiFABvT-J7kg.jpg,3
2477,./data/original_data/mugshots_ground_truth/0001000010104034_bwUxEp9DOa1nTRXOUFuXiQ.jpg,1000010104034,b victorian,0001000010104034_bwUxEp9DOa1nTRXOUFuXiQ.jpg,1
286,./data/original_data/mugshots_ground_truth/0001000010020095_FELYlJwh749HYdLBuUbLaw.jpg,1000010020095,c edwardian late victorian,0001000010020095_FELYlJwh749HYdLBuUbLaw.jpg,2
4015,./data/original_data/mugshots_ground_truth/0001000010097893_kKzI9fMao-zdVroRb3hjnQ.jpg,1000010097893,c edwardian late victorian,0001000010097893_kKzI9fMao-zdVroRb3hjnQ.jpg,2
3125,./data/original_data/mugshots_ground_truth/0001000010098222_Wu92J0vhchsdi454oCGnqQ.jpg,1000010098222,b victorian,0001000010098222_Wu92J0vhchsdi454oCGnqQ.jpg,1
3421,./data/original_data/mugshots_ground_truth/0001000010020851_R2y3pkIv-COzu18aOO2bBg.jpg,1000010020851,b victorian,0001000010020851_R2y3pkIv-COzu18aOO2bBg.jpg,1
1579,./data/original_data/mugshots_ground_truth/0001000010103339_qrgeA581k4-cMGAxDUEJkw.jpg,1000010103339,b victorian,0001000010103339_qrgeA581k4-cMGAxDUEJkw.jpg,1
1092,./data/original_data/mugshots_ground_truth/0001000010093810_vrCRsNa5XUeP06eUa1o9aQ.jpg,1000010093810,c edwardian late victorian,0001000010093810_vrCRsNa5XUeP06eUa1o9aQ.jpg,2
1541,./data/original_data/mugshots_ground_truth/0001000010145934_9EeeBZcZdOiqhodlPoLLcQ.jpg,1000010145934,d interwar,0001000010145934_9EeeBZcZdOiqhodlPoLLcQ.jpg,3
3484,./data/original_data/mugshots_ground_truth/0001000010095889_MWYNp96lx8kIpUfqUF47Kw.jpg,1000010095889,c edwardian late victorian,0001000010095889_MWYNp96lx8kIpUfqUF47Kw.jpg,2
925,./data/original_data/mugshots_ground_truth/0001000010179525__DxrntqpWJwSNSPsWypJeA.jpg,1000010179525,e postwar,0001000010179525__DxrntqpWJwSNSPsWypJeA.jpg,4
5345,./data/original_data/mugshots_ground_truth/0001000010097663_xeu3Cvr9rUt9I8EVu9JPYQ.jpg,1000010097663,c edwardian late victorian,0001000010097663_xeu3Cvr9rUt9I8EVu9JPYQ.jpg,2
4938,./data/original_data/mugshots_ground_truth/0001000010096604_oKnyeEb8hyPgsQnHJHpbfw.jpg,1000010096604,c edwardian late victorian,0001000010096604_oKnyeEb8hyPgsQnHJHpbfw.jpg,2
5351,./data/original_data/mugshots_ground_truth/0001000010136200_2RKflj1xPCtsw3S--5dgUQ.jpg,1000010136200,e postwar,0001000010136200_2RKflj1xPCtsw3S--5dgUQ.jpg,4
5949,./data/original_data/mugshots_ground_truth/0001000010137808_aiAzw0LvgNv17Keu9WzylQ.jpg,1000010137808,d interwar,0001000010137808_aiAzw0LvgNv17Keu9WzylQ.jpg,3
5918,./data/original_data/mugshots_ground_truth/0001000010061378_BczTd1tzHBhtLuH8kx1n_Q.jpg,1000010061378,c edwardian late victorian,0001000010061378_BczTd1tzHBhtLuH8kx1n_Q.jpg,2
851,./data/original_data/mugshots_ground_truth/0001000010101415_0DkZHVOqUBRogmVHdVIRFg.jpg,1000010101415,b victorian,0001000010101415_0DkZHVOqUBRogmVHdVIRFg.jpg,1
4534,./data/original_data/mugshots_ground_truth/0001000010019931_9KivkzEdPG5Czfpmz3UfUg.jpg,1000010019931,d interwar,0001000010019931_9KivkzEdPG5Czfpmz3UfUg.jpg,3
2165,./data/original_data/mugshots_ground_truth/0001000010099045_mHTzckK43kvEh_LzlHE3MQ.jpg,1000010099045,c edwardian late victorian,0001000010099045_mHTzckK43kvEh_LzlHE3MQ.jpg,2
3585,./data/original_data/mugshots_ground_truth/0001000010062837_L7nZmJNQTX2EDLx8DUyWLg.jpg,1000010062837,c edwardian late victorian,0001000010062837_L7nZmJNQTX2EDLx8DUyWLg.jpg,2
5836,./data/original_data/mugshots_ground_truth/0001000010141513_p-eHR2K0joFFz6xDNxgKQA.jpg,1000010141513,c edwardian late victorian,0001000010141513_p-eHR2K0joFFz6xDNxgKQA.jpg,2
1182,./data/original_data/mugshots_ground_truth/0001000010066562_myr-V4qpYHekW0BSoUStCQ.jpg,1000010066562,d interwar,0001000010066562_myr-V4qpYHekW0BSoUStCQ.jpg,3
5841,./data/original_data/mugshots_ground_truth/0001000010059866_e8c8bmHUpyKpiIZ1YO9ypg.jpg,1000010059866,b victorian,0001000010059866_e8c8bmHUpyKpiIZ1YO9ypg.jpg,1
5562,./data/original_data/mugshots_ground_truth/0001000010106050_p9NcyYFHu_QKfZ-1ryfBhA.jpg,1000010106050,c edwardian late victorian,0001000010106050_p9NcyYFHu_QKfZ-1ryfBhA.jpg,2
976,./data/original_data/mugshots_ground_truth/0001000010059836_-a53k3iXgY4brGMAMNS7SQ.jpg,1000010059836,b victorian,0001000010059836_-a53k3iXgY4brGMAMNS7SQ.jpg,1
658,./data/original_data/mugshots_ground_truth/0001000041319001_g0NiWnQ8dJFl5XpGS7INJw.jpg,1000041319001,g cont victorian,0001000041319001_g0NiWnQ8dJFl5XpGS7INJw.jpg,6
5364,./data/original_data/mugshots_ground_truth/0001000010143930_DBNKGTwaJtxmM5Yty3Zhhg.jpg,1000010143930,e postwar,0001000010143930_DBNKGTwaJtxmM5Yty3Zhhg.jpg,4
